code_cbna	libelle	AGEFLOW_MAX	AGEFLOW_MIN	C_Plant	CLONRATE	CNRATIO	DNA	ELLAER_INDK	ELLCONT	ELLCONT_INDK	ELLHUMUS_INDK	ELLLITE	ELLLITE_INDK	ELLMOIST	ELLMOIST_INDK	ELLMOISTVAR_INDK	ELLNIT	ELLNIT_INDK	ELLPH	ELLREAC_INDK	ELLSALT	ELLTEMP	ELLTEMP_INDK	FECUNDITY	GERMRATE	L_ANGLE	L_AREA	L_DRYM	L_FRESHM	L_THICK	LATSPR	LCCp	LD13C	LD15N	LDMC	Leaf_T_Strength	LKC	LNC	LPC	MAX_AGE	MOW_TOLERANCE_INDK	N_Plant	NBCHROM	Palatability	PL_H_flora_MIN	PL_REPR_H	PL_VEG_H	PL_VEG_H_max	ROOT_DEPTH_INDK	SEED_LONGEVITY_INDK	SEEDH	SEEDL	SEEDM	SEEDW	SLA	APOM	CATTLE	CHANGE_TENDENCY_INDK	CLONAab	CLONAbel	DEER	DIASPTYPE	DICH	DISP	DISP_INDK	DISP_VITTOZ	DOM_IN_SITU_INDK	ECOLOGICAL_GRP_INDK	ELLAER_INDK_VAR	ELLCONT_INDK_VAR	ELLHUMUS_INDK_VAR	ELLLITE_INDK_VAR	ELLMOIST_INDK_VAR	ELLNIT_INDK_VAR	ELLREAC_INDK_VAR	ELLSALT_INDK	ELLTEMP_INDK_VAR	ENDEM	FLONSET_BEG_INDK	FLONSET_END_INDK	FRUIT	GERMREQ	GRAZ	GROWTHF	IMMIG_INVASIV_INDK	INFLO_DETAIL	INFLO_SIMPLE	L_ANAT	L_FORM	L_LONG	LHIST	LIFESPAN	LPERST_INDK	MAN_INFLUENCE_INDK	MEDIC_POISON_FX_INDK	MOW	MYCORR	NATURAL	NUTR	PLOIDY	POLL_2ND_INDK	POLL_MAIN_INDK	REPROD_INDK	REPSTRAT	ROOTMET	ROSET	SEEDPROD	STORAGE_ORGANS_INDK	STRAT_INDK	TAPROOT	VEG_DISP	WOODY	CODE_CBNA
14077	Carex pulicaris L.						0.6	1	7	2	3	8	4	7	4	3	2	1.5	5	3	0	2	3				1.385	0.01493526316							351.385						2		17.5		15	16.25	15	25	1		0.95	3.89	1.46	1.34	8.9		no or little forage value	>				one-seeded generative dispersule	protogynous	Unassisted dispersal	epichory_meteorochory	6	in larger groups	wetland plants	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		May	June	Achene		intolerant to sensitive		idiochorophytes or indigenes	simple spike	spike	helomorphic_scleromorphic	grass-like	persistent green	Hemicryptophyte	pluriennial	partly wintergreen	moderately close to nature (moderately urbanophobous)	edible	sensitive		Indigenous	Chlorophyllian			anemogamous	hermaphroditic and normal sexual			Hemirosette plant		inconspicuous reserve organ	css		basal lateral shoots_below-ground runners	Herbaceous	14077
14078	Carex punctata Gaudin							1		2	2		4		4	3		2		2			4.5																																										meteorochory		scattered	wetland plants	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	salt tolerant	small variation (I)		May	June					idiochorophytes or indigenes						Hemicryptophyte		wintergreen	moderately close to nature (moderately urbanophobous)	edible							anemogamous	unisexual and monoecious					inconspicuous reserve organ	css		basal lateral shoots		14078
14085	Carex remota L.							1	3	2	2	4	2	6	4	3	5	3	6	3	0	5	3.5				3.18	0.01281434932							254						1		5		25	45	35	50	1	4	0.575	2.415	0.432	1.19	25.75		little forage value	=				one-seeded generative dispersule	protogynous	Unassisted dispersal	meteorochory	2	in larger groups	forest plants	small variation (I)	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)	large variation (II)		small variation (I)		May	July	Achene	Chilling	sensitive		idiochorophytes or indigenes	raceme of spikes	spike	helomorphic_mesomorphic	grass-like	persistent green	Hemicryptophyte	pluriennial	partly wintergreen	indifferent (urbanoneutral)	edible	sensitive		Indigenous	Chlorophyllian			anemogamous	hermaphroditic and normal sexual	Polycarpic		Hemirosette plant		inconspicuous reserve organ	css		basal lateral shoots_tussocks, tufts	Herbaceous	14085
14086	Carex repens Bellardi							1		3	2		3		2.5	2		3		4			4.5																																										meteorochory		scattered or in small groups		large variation (II)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	salt tolerant	small variation (I)		May	July					idiochorophytes or indigenes						Geophyte		decidous	close to nature (strictly urbanophobous)	edible							anemogamous	hermaphroditic and normal sexual					inconspicuous reserve organ	css		below-ground runners		14086
14088	Carex riparia Curtis							1	1	3	3	7	4	8	5	3	6.5	3.5	7	4	0	6	4				140.885	0.53483							325.005						2		5		50	105	87.5	90			1.565	4.185	2.284	1.845	11.9		little forage value	>				one-seeded generative dispersule	protogynous	Unassisted dispersal	hydrochory_meteorochory	2	in larger groups	wetland plants	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	salt tolerant	small variation (I)		May	June	Achene		sensitive		idiochorophytes or indigenes	raceme of spikes	spike	helomorphic	grass-like	persistent green	Geophyte_Helophyte_Hemicryptophyte	pluriennial	wintergreen	moderately close to nature (moderately urbanophobous)	edible	sensitive		Indigenous	Chlorophyllian			anemogamous	unisexual and monoecious			Rosette plant		thick rhizome	css		below-ground runners	Herbaceous	14088
14090	Carex rostrata Stokes							1	7	3	3	8	4	6	5	3	2	2	5.5	2	0	7	3				12.4	0.076975							252.19						2		5		40	50	55	70	3		1.355	4.17	1.065	1.53	15.66		no or little forage value	>	Rooting stems	Stem-derived rhizomes		one-seeded generative dispersule	protogynous	Unassisted dispersal	hydrochory_meteorochory	2	in larger stands	water plants	small variation (I)	small variation (I)	large variation (II)	small variation (I)	large variation (II)	small variation (I)	large variation (II)		large variation (II)		May	June	Achene		intolerant to sensitive		idiochorophytes or indigenes	raceme of spikes	spike	helomorphic	grass-like	persistent green	Geophyte_Helophyte_Hemicryptophyte	pluriennial	wintergreen	moderately close to nature (moderately urbanophobous)	edible	sensitive to moderately tolerant		Indigenous	Chlorophyllian			anemogamous	unisexual and monoecious			Hemirosette plant		inconspicuous reserve organ	css	no	below-ground runners	Herbaceous	14090
14091	Carex rupestris All.	5	3		1			1	3	4	2	8	5	4.5	2	1	3.5	1	6.5	4	0	5	1.5	320		70	0.535	0.00305		0.2	5				368.39872095								5	3	6	10	8.5	41			1.05	3.18	0.643333333	1.3	11.05			=		Stem-derived rhizomes		one-seeded generative dispersule		Unassisted dispersal	meteorochory	2	in larger groups	mountain plants	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		July	August	Achene	Chilling		graminoids	idiochorophytes or indigenes	raceme of spikes	spike	mesomorphic_scleromorphic	grass-like	summer green	Geophyte_Hemicryptophyte	pluriennial	decidous	close to nature (strictly urbanophobous)	edible			Indigenous	Chlorophyllian			anemogamous	hermaphroditic and normal sexual	Polycarpic		Hemirosette plant		inconspicuous reserve organ	css	no	basal lateral shoots_below-ground runners	Herbaceous	14091
14098	Carex sempervirens Vill. subsp. sempervirens	10	6	46.893915	1			2	1	4	2	8.5	4	9	2	1	2	2	3	3		6	1.5	960		50	6			0.2	20	453.712234497	-25.95	0.96	355.284823			15.06	1.27		2	2.24045	5	3	17.5	20.5	10.75	45	1.5		0.965	4.7	0.95	1.155	13.389733755			=	Rooting stems					Unassisted dispersal	epichory	6	in larger groups	mountain plants	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	large variation (II)		small variation (I)		June	August	Achene			graminoids	idiochorophytes or indigenes	raceme of spikes	spike	mesomorphic_scleromorphic	grass-like	persistent green	Hemicryptophyte	pluriennial	wintergreen	moderately close to nature (moderately urbanophobous)	edible			Indigenous	Chlorophyllian			anemogamous	unisexual and monoecious	Polycarpic		Hemirosette plant_Rosette plant		inconspicuous reserve organ	css	no	basal lateral shoots_tussocks, tufts	Herbaceous	14098
14106	Carex spicata Hudson							2	4	3	2	6	4	5.5	3	3	4	3.5	6	3	0		3.5				3.07	0.01334							275						2		5		30	40	34	50	4		0.9	3.76	2.04	2.09	23.31			=	Rooting stems				protogynous	Unassisted dispersal	meteorochory	7	in larger groups	weeds and ruderal plants	large variation (II)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)		small variation (I)		May	June	Achene				idiochorophytes or indigenes	raceme of spikes	spike		grass-like		Hemicryptophyte	pluriennial	wintergreen	indifferent (urbanoneutral)	edible			Indigenous	Chlorophyllian			anemogamous	hermaphroditic and normal sexual	Polycarpic		Hemirosette plant_Rosette plant		inconspicuous reserve organ	ccs	no	basal lateral shoots	Herbaceous	14106
14111	Carex strigosa Hudson											3						3																																																6																																															14111
14114	Carex sylvatica Hudson							2		3	2	4	2	5	3.5	2	5	3	6	3	0		3.5				6.77	0.02975434925							324								5		30	42.5	46.5	60	2		1.15	4	1.59	1.335	30.9			=				generative dispersule_germinule_one-seeded generative dispersule	protogynous	Unassisted dispersal	epichory_meteorochory	6	in larger groups	forest plants	small variation (I)	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)	large variation (II)		large variation (II)		May	June	Achene				idiochorophytes or indigenes	raceme of spikes	spike	hygromorphic_mesomorphic	grass-like	persistent green	Hemicryptophyte	pluriennial	wintergreen	indifferent (urbanoneutral)	edible			Indigenous	Chlorophyllian			anemogamous	unisexual and monoecious			Hemirosette plant		inconspicuous reserve organ	crs		basal lateral shoots	Herbaceous	14114
14115	Carex tenax Reuter, non Dewey (s.r.)	10	6					2		4	2	7	3		2.5	1		2		4			3	5400																	3			3	25		40	50					1.547					=						Unassisted dispersal	epichory	6	in larger stands	mountain plants	small variation (I)	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)	small variation (I)		large variation (II)	West Alpine orophyte	May	July	Achene				idiochorophytes or indigenes						Hemicryptophyte		decidous	moderately close to nature (moderately urbanophobous)	edible			Indigenous	Chlorophyllian			anemogamous	unisexual and monoecious					inconspicuous reserve organ	ccs		basal lateral shoots	Herbaceous	14115
14119	Carex tomentosa L.							1	5	4	2	7.5	4	8	3.5	3	5	2		4		6	3.5				4.56	0.02563							363.93						2		5		20	37.5	38	55	1	4	1.125	1.9	1.05	1.225	18.82		no or little forage value	>				one-seeded generative dispersule		Unassisted dispersal	epichory_meteorochory	5	in larger groups	forest plants	small variation (I)	small variation (I)	large variation (II)	large variation (II)	small variation (I)	small variation (I)	small variation (I)		large variation (II)		April	June	Achene		sensitive		idiochorophytes or indigenes	raceme of spikes	spike	mesomorphic	grass-like	summer green	Geophyte_Hemicryptophyte	pluriennial	decidous	moderately close to nature (moderately urbanophobous)	edible	sensitive		Indigenous	Chlorophyllian			anemogamous	unisexual and monoecious			Hemirosette plant		inconspicuous reserve organ	crs		basal lateral shoots_below-ground runners	Herbaceous	14119
14123	Carex umbrosa Host subsp. umbrosa							2		4	3	4	3	5	3	2	4	3	6	3			4				5.25	0.02449							388.67								5		40	32.5	41.5	60	1		1	2	0.483	1.2	21.32			>				germinule_one-seeded generative dispersule		Unassisted dispersal	meteorochory	2	scattered or in small groups	forest plants	small variation (I)	small variation (I)	large variation (II)	large variation (II)	small variation (I)	small variation (I)	small variation (I)		large variation (II)		April	June	Achene				idiochorophytes or indigenes	raceme of spikes	spike	mesomorphic	grass-like	persistent green	Hemicryptophyte	pluriennial	wintergreen	moderately close to nature (moderately urbanophobous)	edible			Indigenous	Chlorophyllian			anemogamous	unisexual and monoecious			Hemirosette plant		inconspicuous reserve organ	css		basal lateral shoots	Herbaceous	14123
14125	Carex vaginata Tausch							1		2	3	8	4	7.5	4.5	3	3	1.5	6	2	0		2				2.45	0.0101							265.25								5		12	27.5	19	20	2		1.65	3.5	3.165	1.63	22.53			=				one-seeded generative dispersule	protogynous	Unassisted dispersal	meteorochory	1	in larger groups	wetland plants	large variation (II)	small variation (I)	large variation (II)	small variation (I)	large variation (II)	small variation (I)	small variation (I)		small variation (I)		June	August	Achene				idiochorophytes or indigenes	raceme of spikes	spike		grass-like		Geophyte_Hemicryptophyte	pluriennial	decidous	moderately close to nature (moderately urbanophobous)	edible			Indigenous	Chlorophyllian			anemogamous	unisexual and monoecious			Hemirosette plant		inconspicuous reserve organ	css		below-ground runners	Herbaceous	14125
14126	Carex vesicaria L.				6			1		3	3	8	3	10	5	3	4	3	5	3	0		3.5				12.28	0.09985							320.59						2		5		40	55	57.5	70	3		1.54	4.735	1.17	1.855	16.525		no or little forage value	>		Stem-derived rhizomes		one-seeded generative dispersule	protogynous	Unassisted dispersal	dysochory_meteorochory	2	in larger groups	wetland plants	small variation (I)	small variation (I)	large variation (II)	large variation (II)	large variation (II)	small variation (I)	small variation (I)		large variation (II)		May	June	Achene		sensitive		idiochorophytes or indigenes	raceme of spikes	spike	helomorphic_scleromorphic	grass-like	summer green	Geophyte_Helophyte_Hemicryptophyte	pluriennial	wintergreen	moderately close to nature (moderately urbanophobous)	edible	sensitive		Indigenous	Chlorophyllian			anemogamous	unisexual and monoecious			Hemirosette plant		inconspicuous reserve organ	css	no	below-ground runners	Herbaceous	14126
14127	Carex viridula Michaux							1		3	2		4		4.5	3		2		3			4																		1								2	3								>							endochory_epichory		scattered or in small groups	wetland plants	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)	small variation (I)	large variation (II)	salt tolerant	large variation (II)		May	August					idiochorophytes or indigenes						Hemicryptophyte		partly wintergreen	moderately close to nature (moderately urbanophobous)	edible							anemogamous	unisexual and monoecious					inconspicuous reserve organ	crs		basal lateral shoots		14127
14128	Carex viridula Michaux subsp. brachyrrhyncha (Celak.) B. Schmid							1		3	2	7	4		4.5	3		2		3			4																		1				25		40	60	2	3			0.95					>						Unassisted dispersal	endochory_epichory	6	scattered or in small groups	wetland plants	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)	small variation (I)	large variation (II)	salt tolerant	large variation (II)		May	August	Achene				idiochorophytes or indigenes	raceme of spikes	spike				Hemicryptophyte		partly wintergreen	moderately close to nature (moderately urbanophobous)	edible			Indigenous	Chlorophyllian			anemogamous	unisexual and monoecious					inconspicuous reserve organ	crs		basal lateral shoots	Herbaceous	14128
14131	Carex viridula Michaux subsp. oedocarpa (Anderss.) B. Schmid							1		3	2	7	4		4.5	3		2		3			4																		1				15		25	30	2	3			0.82					>						Unassisted dispersal	endochory_epichory	6	scattered or in small groups	wetland plants	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)	small variation (I)	large variation (II)	salt tolerant	large variation (II)		May	August	Achene				idiochorophytes or indigenes	raceme of spikes	spike				Hemicryptophyte		partly wintergreen	moderately close to nature (moderately urbanophobous)	edible			Indigenous	Chlorophyllian			anemogamous	unisexual and monoecious					inconspicuous reserve organ	crs		basal lateral shoots	Herbaceous	14131
14132	Carex viridula Michaux subsp. viridula							1		3	2	7	4		4.5	3		2		3			4																		1		5		10		15	20	2	3			0.57				little forage value	>					protogynous	Unassisted dispersal	endochory_epichory	6	scattered or in small groups	wetland plants	small variation (I)	small variation (I)	large variation (II)	small variation (I)	small variation (I)	small variation (I)	large variation (II)	salt tolerant	large variation (II)		May	August	Achene		sensitive		idiochorophytes or indigenes	raceme of spikes	spike	helomorphic_mesomorphic	grass-like	persistent green	Hemicryptophyte	pluriennial	partly wintergreen	moderately close to nature (moderately urbanophobous)	edible	sensitive to moderately tolerant		Indigenous	Chlorophyllian			anemogamous	unisexual and monoecious			Hemirosette plant		inconspicuous reserve organ	crs		basal lateral shoots	Herbaceous	14132
14133	Carex viridula Michaux subsp. viridula var. pulchella (L÷nnr.) B. Schmid							1		2	2		4		4	3		2		2			3.5																		1																								epichory_hydrochory		scattered or in small groups		small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	small variation (I)	large variation (II)	salt tolerant	small variation (I)		May	August					idiochorophytes or indigenes						Hemicryptophyte		partly wintergreen	moderately close to nature (moderately urbanophobous)	edible							anemogamous	unisexual and monoecious					inconspicuous reserve organ	css		basal lateral shoots		14133
